drop,galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
23,990025,Sagittarius Dwarf Sphr SagDEG,0.897529909,75.86108427,48235.63607,0.858581564,14.80951445,11.34793871,0.841868668,0.839872649,82.98948999,119.1711495,123.0333297,23.68715786,721.3583358,107.0225852,66.19835093,58.00348578,19.68093245,528.1671794,80.09697183,80.26603518,83.32099391,84.45462439,74.99424462,111.5514278,2.631404304,48.33768416,15.51346841,27.0030648,71.97936166,58.73632732,91.60631716,88.94487027,67.55979358,39.14368093,51.81232224,2.171160059,35.60127347,254.4311479,339.8383513,16.15017061,14.06502474,27772.80178,486.986961,13.43489918,87.47524628,39.94705047,12.62075298,9.801194543,12.25371795,20.29368823,18.1607388,374.1102556,21.44462154,42640.51058,23880.56543,133.1361519,104.4154939,77.32884079,62.49315857,23.22274768,10.83877672,67.41248932,95057.25964,120.6484878,195.5919343,149.4922608,69.84920043,11.41560501,0.939445461,0.992638896,1.069522772,81.77026343,95.3709095,22.92894009,4.869693237,22.9880829,0.588540052,0.074966986
24,990025,UGCA 276 (DDO 113),0.952591462,80.54691838,17912.17986,0.680580242,13.57135151,11.40245773,0.873729232,0.848880858,138.7880934,111.8979097,110.7890811,34.75025711,597.1044255,69.03546944,54.70579879,53.72960827,21.21056855,159.2228928,68.30897468,74.40373696,81.98501547,100.0043973,91.0711871,137.3539993,2.465780956,51.28046569,27.1663461,45.6202264,70.14618925,56.75355504,75.4013713,94.44148742,64.30083713,96.42290671,55.59857997,2.095475335,49.77065286,222.1005898,289.6562436,6.749584939,14.27439664,15199.04969,6790.607838,16.26486253,196.8643327,23.12582686,6.990093888,-1000,-1000,16.45017323,16.12101105,395.6996126,33.79314582,30310.96973,17425.18248,127.1805701,86.94197459,-1000,-1000,33.42859612,17.73009717,-1000,83367.30417,125.8732961,119.4130324,137.0525814,52.16854039,5.960495785,-1000,-1000,-1000,-1000,-1000,8.79678283,-1000,13.0802529,-1000,0.050459617
25,990025,Ursa Minor Dwarf,0.951562298,83.36412086,103232.5466,1.193329483,15.92993529,10.9180188,0.933972241,0.832638183,78.90793418,118.3555402,126.1599603,28.09400483,1217.970411,82.78869695,60.90015128,37.30174016,11.04743657,443.1678391,54.50849725,75.56323475,87.71914177,42.91727133,84.12040847,105.7020238,2.830660235,28.84905964,11.59436881,27.43533286,78.27427704,63.63705052,98.46679686,90.03048803,75.21379556,95.13538555,52.26127596,2.401680236,33.54706703,248.6011332,182.7097317,15.45864608,9.564300619,98805.79987,6902.256157,14.55613561,112.7410467,-1000,30.42305853,10.15859333,10.02517754,15.44908372,14.31469203,376.629175,30.915227,123148.4891,74565.90582,143.7940911,97.63537481,89.81528029,96.5073095,23.05679669,-1000,82.08528131,89320.08499,128.2108083,241.5863728,141.8187547,77.06613544,5.208453729,1.018702726,0.986129753,1.051566982,70.94886246,75.29035452,51.07789982,-1000,17.25668058,-1000,0.058063767
26,990025,UGC 9128 (DDO 187),0.897394105,78.63182259,20274.62427,0.926401669,13.33325988,10.38176487,0.879900619,0.690815057,145.3316291,112.4755254,96.83874215,25.12483157,1490.977245,72.12880314,102.5118652,60.26455491,16.91033923,466.8707229,62.04144281,79.74567336,82.83795007,85.62394269,96.78852142,144.9550087,3.130151893,57.61600391,10.18326674,46.2519913,72.37261672,57.32523649,81.57454164,91.71768863,71.24543026,98.65462481,54.79732278,2.631059461,20.83882786,145.204479,230.3170137,42.0225209,13.31138157,26160.53798,6062.705289,15.03950251,181.4005123,22.03436588,12.30383037,10.19209688,11.55934822,15.45757769,15.45918378,444.6925745,84.59960006,39413.56916,21538.93187,76.99350821,86.74332281,71.8428266,62.54413742,15.64774618,9.72304388,65.32815362,81786.52359,113.2983048,258.4745092,154.9256823,53.82143695,8.713035464,0.890355859,0.898397119,1.071131111,103.0370812,101.7131809,16.99006053,6.817899544,17.23144262,0.703984073,0.062719459
27,990025,Andromeda XX,0.904443584,80.65091466,23010.71692,0.779183609,13.80901496,7.803830196,0.678156582,0.556244053,148.0610984,109.5149806,102.8738826,28.50369751,684.908162,70.4354979,93.54246729,69.7605979,15.57299072,497.9612797,56.67298698,71.51647169,73.69560522,63.63899111,123.6600273,186.4823938,2.770598832,69.48646908,12.51647073,60.09789869,73.54884297,57.62662413,57.80665024,94.26111591,70.83647164,90.17435699,59.53585207,2.730153795,19.70801791,279.7269603,383.7757771,20.48153199,15.7525959,18685.79712,11274.20876,15.46317109,121.259552,31.13315327,8.701992753,8.012965272,7.975019146,12.76860517,11.73352882,435.0148634,91.37045565,28102.22434,15161.99016,95.30159414,72.16040508,48.91108512,49.91683465,25.11573985,7.775933111,64.35755256,91456.29747,128.8983498,248.4549867,119.8963694,37.78408426,10.65490368,0.754749402,0.736930411,1.039063677,160.767059,157.3645346,23.42871281,5.746299283,45.44426111,0.706363054,0.055536644
28,990025,Segue 2,0.904749721,78.99267708,40497.96315,1.070493089,16.81132437,14.25077243,0.958633876,0.924860322,99.34747474,116.3616009,121.9150919,39.72761619,1051.035264,99.26596984,52.14347497,45.94071376,16.48660075,377.3470025,39.0459543,75.45503809,88.60105475,100.9003869,64.46273257,117.2956393,2.737780485,37.00089944,17.22635607,29.41564415,81.62444198,75.25766418,100.9513169,88.48044893,79.51763465,84.14520718,58.97536523,2.350191484,36.42230667,212.8727011,362.9087091,18.9850444,14.34906559,41963.52239,10753.16693,4.342063648,151.9769595,32.21682212,5.294126157,15.14425973,13.58136765,18.02479018,15.19908859,483.2517981,48.87003148,58431.15982,37020.31496,159.14333,145.6815563,111.6159707,108.7279496,34.35873908,-1000,112.7925703,108975.3206,115.7613572,214.5807782,117.1949121,63.93988423,7.434253624,0.990676681,0.934095919,1.09390458,84.06781182,82.02374293,40.80266362,3.267298366,19.64676216,0.553971945,0.089121558
29,990025,Fornax Dwarf (E356-G04),1.006150666,89.6181631,38471.51126,1.120227581,14.13430435,12.94776531,0.853848861,0.746747431,77.70741917,112.3132912,127.7087839,33.58305151,631.0704911,83.9024148,52.62509635,39.70486581,21.79997102,647.5189335,78.18150371,82.84932448,86.9749992,90.80180013,61.38123148,95.90327637,2.783346205,38.68003613,10.68155085,35.7912096,69.04707132,54.47713568,84.45026298,81.37235701,68.14713166,32.58850607,52.15973875,2.393247511,25.66768129,197.8394009,186.3731251,33.51111048,7.354749418,38462.69455,8203.42717,15.8162524,133.4029241,22.3974447,4.816117956,10.39107289,12.47225217,13.20688219,13.45777806,296.5015301,47.79969089,58761.52154,34241.69607,131.0285717,315.7379388,59.12787821,72.46211445,31.04652201,13.86638581,92.04366359,113558.6347,102.7673383,176.1731822,143.7689604,74.1380767,8.692636362,0.984771518,0.993191785,1.035157048,76.84231135,70.68762393,34.70263123,5.707530807,16.75885324,0.393062541,0.153187381
30,990025,Columba I,0.913093901,79.29555522,25539.02531,0.882429634,15.92234096,7.408514077,0.738055108,0.642806754,90.7253456,99.82627545,100.5671365,33.75112571,1011.386976,77.79689293,98.32743686,99.83198761,15.39851645,241.0391763,28.98642261,77.88719397,87.34850985,99.34278739,99.91287247,124.2793647,2.752836834,65.26213197,10.4593713,53.99866348,73.0066447,62.38880757,72.53095767,89.96723594,72.56902577,74.94393395,50.77806874,2.721755352,23.83485292,234.1643057,338.2087975,56.63924758,18.49042744,25371.68846,6311.722498,14.57894486,94.29132872,27.96831561,18.2210394,10.20736966,8.407710339,21.02152146,17.80637959,485.9072403,44.8637728,36347.29299,20158.96697,116.065776,73.51840481,66.28192852,78.04886117,27.14210337,11.49073072,63.34947477,102473.9858,143.60043,224.9773419,77.40842132,45.77382553,8.954212217,0.943410374,0.902236564,1.060532407,124.5641208,143.9075761,40.60115687,6.395892988,24.249582,0.634275535,0.066148866
31,990025,KK98 77,0.682223787,74.12953192,27099.75292,0.719945643,12.42233004,8.22877723,0.667646181,0.604484859,180.4330111,91.61384652,76.73548459,24.1640135,654.236565,56.40704992,119.0331062,77.35634018,17.30245489,494.3745604,47.39927281,60.07866963,70.66757624,92.6434814,125.169365,169.8738239,2.39337546,93.10307537,11.50434364,88.04579802,90.1957258,97.54783213,43.69576395,100.4484399,89.66752716,68.97772504,49.2629521,1.807912304,22.8965056,542.7607311,546.1693056,27.23518843,15.50829725,15074.75604,9343.195459,18.26370666,92.54535679,27.58862203,3.518438342,7.260201851,7.769882259,12.36078477,14.91532897,602.0863054,99.3267602,24127.07677,14400.97006,42.21115547,116.6473535,46.34196941,61.58349919,25.75878682,5.094011981,44.04286255,99484.5177,116.5210434,659.7776827,101.5165767,32.4087082,8.708828088,0.639163502,0.64278386,0.998025457,154.0602308,165.0231324,43.59766593,20.81779504,26.41869613,0.786902709,0.053549284
32,990025,"Holmberg II (DDO 50, UGC 4305)",0.945591398,79.39521353,128160.2868,1.243243837,13.57466756,9.288940162,0.983920779,0.734608453,59.09529374,115.9150176,130.2352198,32.19255994,1011.157345,107.0210258,36.46019754,33.16120384,9.533396548,369.0849834,37.96315707,80.47790417,78.54925321,59.71930124,63.61646841,137.6389382,3.664407446,26.57439449,9.628056108,29.9545801,88.67978023,23.63432938,86.20536374,99.75204541,85.9476327,36.15179559,23.50757807,2.426562398,18.48557077,236.7352136,235.790811,37.28504022,11.98194451,133887.1717,8453.16199,17.05145973,192.0011035,20.59393357,15.86089606,8.384343677,9.038728726,14.97218345,13.34670886,402.6259337,34.32040847,132773.253,33926.56167,147.1555652,83.74039204,70.75824655,83.51376412,29.11503802,-1000,65.86617521,127039.1176,117.5746386,109.7775909,175.1766197,91.81214693,5.380738998,0.967984888,0.987901791,1.025843319,93.68594542,74.95933731,-1000,-1000,-1000,0.605809285,0.05697364
33,990025,ESO 540-030 (KDG 2),0.79414985,73.79290752,26439.15892,0.793575847,14.17156108,13.08039131,0.813068041,0.832450282,160.7420774,110.366412,127.5156793,34.01259325,721.6615832,63.85837132,120.24635,83.31137636,16.33555112,231.1391585,47.79142771,70.93870803,82.2776681,97.33839997,92.93417133,100.848976,1.915992521,67.95102874,13.82279401,60.26333144,71.08155261,57.11865376,52.90412674,86.79207639,70.64008287,28.73085206,52.73752035,2.040688867,24.2825901,199.8288496,294.4205123,16.40416306,8.434005673,13767.86665,9176.211468,14.49566679,102.6700227,26.20088642,21.09977685,13.62714664,13.31677316,14.0822404,13.95550495,478.2506773,33.21363335,28890.56728,16536.57612,143.8699522,-1000,135.8420627,123.9238259,32.38295102,14.19784464,133.7370708,101914.6477,119.8539548,228.4625326,102.3651537,54.87602465,7.6354119,0.767535778,0.862559455,1.025188824,141.7942475,146.6551521,-1000,5.387009985,-1000,0.545747735,0.065448946
34,990025,NGC 404,0.91156536,77.6179689,24705.88027,0.770036941,14.38222925,11.56022052,0.627944766,0.776505035,126.9304446,101.6383825,124.1861089,32.69229024,628.422735,32.12196194,32.22155934,37.61697298,15.36198052,708.3958843,81.0739874,79.8277164,82.39839717,70.62338689,82.7328435,79.06938236,3.803203561,68.20448802,12.99253176,54.44623386,72.89568313,72.4238647,58.52979289,87.87256525,63.52301904,57.67020268,39.37047682,2.84905965,40.69267182,206.9224542,349.789645,38.46443469,18.79348493,15969.19763,9268.716146,10.99673406,108.7843649,16.17040275,9.289794167,10.2229947,12.69838036,15.20551152,14.76783337,263.4614816,98.38982688,34197.90998,17274.22358,125.5895047,100.947364,65.9233193,89.95444619,25.55192808,11.4984064,91.312829,100001.6393,131.7544671,283.6659996,115.8361118,45.44221915,6.383944963,0.867103407,0.908384704,1.013912399,120.1724706,105.0125982,37.90845157,2.793402458,26.93269752,0.624910207,0.071660344
35,990025,UGC 8833,0.538858814,58.31267573,18657.13776,0.670680864,15.01116849,6.718186237,0.727794614,0.641061512,179.5412897,75.68261009,64.72274361,18.01998906,806.9915684,37.29434793,236.7562467,162.7765032,15.98208257,418.5518779,60.2094616,56.52318165,63.72071939,64.7934568,86.53166298,113.8755685,2.920029446,103.4113428,9.395738022,77.04663576,71.27965641,67.98578151,54.76406492,90.25710708,62.95244994,89.32826964,43.18686435,2.585864999,20.89304373,460.5257031,511.9026542,46.13224525,29.32624058,24481.51519,8168.015809,10.81134425,177.7278918,44.94301974,59.23818862,6.495549429,7.787797531,15.58037854,15.25788874,1268.095137,56.04763152,29321.3771,15485.88599,64.73524466,46.51740896,-1000,-1000,22.98741765,8.785020081,-1000,98986.95303,130.3249937,679.9802164,71.58129429,36.32142792,3.583297376,0.697950195,0.749852448,0.925369598,178.0240843,164.1706473,19.3898881,-1000,56.73645508,-1000,0.053148087
36,990025,Perseus I (Andromeda XXXIII),0.931533974,81.02705342,73040.33033,1.015237226,14.39649173,8.066552595,0.832733937,0.63469972,82.89572438,120.5848002,133.0623616,27.91127363,738.1195179,106.759227,48.62017947,50.03499408,9.771816428,480.2250872,65.33441836,76.68871063,83.53583357,65.39098056,73.96313563,82.54100855,5.555945277,30.40516917,7.113597651,23.42850424,79.71782795,62.16999403,93.87462769,85.73725321,82.82704506,22.3941698,38.40298697,3.694558097,21.39826079,164.1135056,204.9802003,53.41927497,20.90962477,93372.57314,5046.421532,14.90728598,129.7764858,11.41449296,9.339773096,8.892055004,7.004965482,12.93475482,12.32142469,276.0244198,19.02674371,135148.2813,62555.67058,154.9918246,129.1610086,57.32773151,72.69927644,25.63436705,10.24168932,77.56433956,58071.31,107.8609729,222.5204206,134.3353995,55.98598192,5.849661901,0.962301696,0.94120129,1.083871192,84.09962547,78.69137427,24.18705627,3.832353538,30.57256797,0.736593069,0.056408247
37,990025,Horologium II,0.541278814,58.52059185,16699.54278,0.555713687,6.536020811,4.226102199,0.519617068,0.40889989,228.8243697,67.9294909,48.65747294,25.05849284,951.9314939,38.01750438,265.2360295,143.6264271,15.63458353,743.6344489,22.50256229,58.05351953,60.86713148,80.80609876,109.8904903,188.3275207,3.152456398,109.8877519,9.760515923,79.38881755,90.96442894,91.80853504,39.01953449,100.37359,80.8961416,41.45729839,67.34874482,2.755193307,20.00990909,459.0920677,518.2811088,37.9167519,15.85600509,15418.27696,1964.669399,17.84657895,93.95892367,21.74101,9.787897119,3.550756452,5.121764401,5.294067895,5.736279671,879.9994142,110.9616204,25215.23925,13265.11186,40.49488666,75.15002131,38.36704306,33.93542628,23.43036738,13.23185571,39.5825772,80377.09044,54.45331846,247.2369737,88.89179747,34.51175322,7.270162626,0.497355151,0.568573369,0.897309858,191.5946332,187.9992379,15.15628784,7.516402383,26.40200811,0.821243809,0.051201956
38,990025,Andromeda XXVI,0.67849816,60.16035214,15190.56713,0.582529153,11.81139393,6.058470466,0.615295495,0.443219091,161.8964608,96.73528597,59.11953495,39.96690981,1676.880939,54.15224574,172.0615415,112.9760075,12.97434265,925.3633738,80.02744893,71.33332819,71.19262212,156.24458,84.56010988,138.0876154,2.703856368,111.0801136,7.426888996,83.2404245,68.38557395,48.95035146,47.69325745,95.79439173,69.69522502,51.18063076,26.34856745,2.116289534,19.17177063,426.7442602,402.1538041,56.0208996,27.47519015,15779.69872,11648.06086,10.8712546,61.94789913,18.49654741,9.784025161,7.348731016,6.948328418,10.76771269,12.78586205,906.8543023,107.3473223,34133.93677,16076.34489,99.55654014,110.0923223,35.82617485,61.36225118,32.53579705,5.111791223,63.30458226,115613.3261,110.3898368,427.6803534,81.06117458,39.08889111,6.214725162,0.614620834,0.759610825,0.823188242,163.2278863,147.352514,28.95400062,3.671461396,19.52681076,0.777620017,0.055371584
39,990025,Grus I,1.003337894,83.05037991,18353.6401,0.823318529,11.85945929,10.06428306,0.829666987,0.593173908,105.288072,114.8440498,124.660248,34.19504229,646.6097054,81.30378058,58.08397223,54.8051647,16.01292144,714.1965033,54.44474779,82.84744849,87.59938035,34.37047186,92.0097393,146.6927868,2.720336987,47.88781065,14.59458301,39.44952749,66.59091932,49.47296957,80.33343568,93.51054127,70.55995258,70.7381341,49.06379144,2.380618124,30.53329601,184.2799797,243.0700764,33.51073397,13.21005704,34089.81502,8656.714724,8.107564981,130.8307189,38.33819182,10.63284392,10.97439027,8.828020478,17.53626589,16.53965438,400.0234516,70.91654657,35396.44169,17935.29317,128.7910084,111.5981745,77.03041587,57.95025015,34.73814404,5.491772614,53.07120466,94339.02561,116.0816164,204.729597,124.3128108,69.07102717,10.27501655,0.930309468,0.918269133,1.038530304,104.5413906,107.265716,29.41073129,2.517884025,5.64056755,0.531443059,0.078859131
40,990025,Andromeda IX,1.065572546,84.28907405,52420.89986,1.005839998,16.23803528,11.40737813,0.864308743,0.706695285,55.23584798,119.9975968,126.5245153,31.02005063,1041.230433,96.82201364,55.32775537,40.44248253,26.00273994,437.9836856,51.76902203,78.58934214,87.26534107,105.8541011,46.2804713,92.72396967,3.10092462,49.47890374,16.29948225,26.74425216,62.45105662,54.19586253,82.11947559,80.28656834,55.3937262,52.43875746,48.25974195,2.65290624,44.40400095,182.561613,226.5481292,71.24508252,15.31166746,39079.95279,10982.19332,15.93805084,97.81317287,26.41706101,15.92490612,10.67420128,11.31293025,16.53822867,16.96868243,398.7632648,20.65463551,69804.21189,35819.8033,153.7558938,176.3625105,76.41709422,81.58740232,28.79499557,9.109859896,73.67035474,138869.9362,105.1644108,221.7800368,162.1576456,69.36137631,10.33975666,1.000202501,1.018313247,1.035011785,70.10129377,72.49206521,22.29599579,3.603877509,5.295677651,0.368470572,0.151314286
41,990025,Andromeda XXII[57],1.002981411,80.33264157,27881.36772,0.812101158,13.52522779,8.571176308,0.761600119,0.566782517,142.5182077,118.7986853,121.8323648,38.10207025,1194.325293,61.99154447,68.46012622,56.45323245,17.65407974,465.6480887,71.70008612,75.17016211,83.39250737,55.54359443,61.52770269,72.14149744,3.601788009,45.68985619,15.25618102,33.74182429,72.11873164,58.63786098,74.24526141,84.91479869,66.6795586,38.10940138,45.60335778,2.505149853,35.30695306,230.0731387,411.5789879,29.90876774,18.19780208,27932.82781,10130.22389,10.9701065,187.9822933,24.7969619,3.13690904,7.928414284,12.06668725,13.15070823,13.1286142,446.5838823,72.9449852,44627.93192,24833.91949,132.9241455,94.80473966,64.81848927,70.70264229,35.11195389,10.39731367,73.11867066,99183.12879,132.6437533,204.988625,139.9761231,60.87112648,6.944164245,0.896291073,0.892822419,1.030406674,110.4452227,103.9207336,30.82265555,-1000,48.41981217,0.547731593,0.076159813
42,990025,ESO 274-01[70],0.677043016,65.44528118,15913.27582,0.618655748,7.220716245,5.365691192,0.516146024,0.403942811,192.6193314,65.87980788,51.96735517,19.18781601,986.5786636,51.31574728,141.3457349,111.2983154,11.6376397,499.2844466,46.54220398,61.49175896,67.78565031,77.3916139,123.2739507,137.4635967,3.317748608,64.85485467,20.86666912,67.23147813,64.1749734,39.59131774,54.07276781,89.23041682,55.70119425,-1000,27.78730078,2.490342395,40.32203077,422.9373644,466.9577544,65.59951141,21.85248268,26326.33534,6970.522076,16.88599866,41.57375191,26.51765616,14.02287296,4.539325119,4.852816034,9.511993798,9.738402474,966.3515102,111.2324542,29286.95162,12121.79692,60.22005912,76.32904535,17.54783668,46.76678645,17.67777859,11.71731952,34.19331895,94282.7302,81.05416157,302.8763316,98.75668305,43.99668392,7.452923621,0.626343857,0.668197209,0.88745712,180.8924734,166.8394145,-11.96783983,3.273630716,22.22964587,0.842665486,0.049111447
43,990025,"Leo II Dwarf (Leo B, DDO 93)",0.799183234,70.7091218,23091.29306,0.731903087,11.85774737,8.35321685,0.66465421,0.466889255,182.0330326,102.446943,109.9606528,20.41812923,554.2139397,65.52807951,104.4202565,82.07414251,18.43486289,502.4751057,61.86782299,69.7448972,78.3097326,86.13394098,89.42402279,142.864147,2.068898381,67.85691061,13.6166932,46.93177885,67.93310466,48.70962167,74.71197877,93.08125139,69.86820101,30.28271054,58.83007568,1.719124213,26.91739977,296.3967328,478.1823365,20.1535231,19.77737608,19540.49516,8391.545193,18.39639867,124.1863817,29.38346555,10.18238071,7.916154325,6.661655796,16.29229072,15.12109412,631.0529243,96.82370107,32189.91547,17164.33144,101.6007152,53.09050578,30.87106477,44.63468018,21.5104711,17.94897918,32.59429807,87761.93596,126.5762623,249.5208343,101.7359042,36.72168705,10.30607277,0.799256573,0.766308527,1.033453178,122.502093,143.4042962,16.79790606,4.097681013,23.43727699,0.634829516,0.057105201
